conversation_id,tweet_id,text,clean_text,intent,labeler_notes
1315517,1315519,@AmazonHelp By you and no I haven’t. This is the first time this has happened! I have my invoice,By you and no I haven’t. This is the first time this has happened! I have my invoice,payment_billing,
445571,445570,"@AmazonHelp Yes, but the books that used to be available on prime are now NOT available. Lots seem to have moved to Kindle unlimited for the extra cost. @115830","Yes, but the books that used to be available on prime are now NOT available. Lots seem to have moved to Kindle unlimited for the extra cost.",prime_subscription,
2679734,2679733,"@AmazonHelp Chegaram hoje,ainda não comecei a ler. Contudo estou mais ansioso com a máquina de fazer espanhóis hahah","Chegaram hoje,ainda não comecei a ler. Contudo estou mais ansioso com a máquina de fazer espanhóis hahah",other_non_support,
1777726,1777725,@AmazonHelp All i can say is that I got a real steal on some @534150 toothbrushes and a few @36631 kits. Plus one heck of a good book from @43760 #TribeofMentors,All i can say is that I got a real steal on some toothbrushes and a few kits. Plus one heck of a good book from #TribeofMentors,other_non_support,
846814,846814,q amazon me ha sacao un descuento pa fruta y verdura en el prime now no seréis los más sanos de internet @115821,q amazon me ha sacao un descuento pa fruta y verdura en el prime now no seréis los más sanos de internet,other_non_support,
275547,275549,@AmazonHelp The estimated date was of yesterday and I also requested for a early delivery and it's still not delivered till now,The estimated date was of yesterday and I also requested for a early delivery and it's still not delivered till now,delivery_issue,
2807257,2807257,Hey @115821 I thought prime was 2 days not 5? 🧐🤥🤔,Hey I thought prime was 2 days not 5? 🧐🤥🤔,prime_subscription,
662684,662684,"@115821 #LogiticsGoneAwry package moves 13 times the distance in exact opposite direction to the destination. I pay ""delivery charges"" ? https://t.co/rB9gN0sdXL","#LogiticsGoneAwry package moves 13 times the distance in exact opposite direction to the destination. I pay ""delivery charges"" ?",delivery_issue,
109880,109876,@AmazonHelp before sending checked with live chat I'd get a full refund. They said yes. I returned. Now you're saying the credits lost,before sending checked with live chat I'd get a full refund. They said yes. I returned. Now you're saying the credits lost,returns_refunds,
1917125,1917123,@AmazonHelp @571012 I too had a bad experience with Amazon. I have been let down &amp; feel cheated by your company. I want fair justice as I haven’t been provided the order as promised by Amazon.,I too had a bad experience with Amazon. I have been let down and feel cheated by your company. I want fair justice as I haven’t been provided the order as promised by Amazon.,support_escalation,
1242809,1242808,"@AmazonHelp We got a pretty sweet new shower head! Showers will be a lot nicer now! Thanks to your shipping choice, it happens tonight, not next week! https://t.co/sw3QF7HJXF","We got a pretty sweet new shower head! Showers will be a lot nicer now! Thanks to your shipping choice, it happens tonight, not next week!",other_non_support,
1350017,1350015,@AmazonHelp So we're nearly out an extra 200 euro while you get your shit together and don't take the money you've authorised!!,So we're nearly out an extra 200 euro while you get your shit together and don't take the money you've authorised!!,payment_billing,
359202,359208,"@AmazonHelp ""We're unable to create a refund. Please contact customer service for further assistance:""","""We're unable to create a refund. Please contact customer service for further assistance:""",returns_refunds,
269155,269155,Hi @115821 @AmazonHelp  one of your customer service reps called my cellphone and demanded a positive review. Is Raiden still employed?,Hi one of your customer service reps called my cellphone and demanded a positive review. Is Raiden still employed?,seller_review,
2176387,2176386,@AmazonHelp Do u have tasty food with you ??,Do u have tasty food with you ??,product_information,
418440,418440,"@115850 dear Amazon plz look into this , I haven’t received the same and Blue dart guys not picking phone https://t.co/C9k4dMWOV3","dear Amazon plz look into this , I haven’t received the same and Blue dart guys not picking phone",delivery_issue,
1649127,1649127,@AmazonHelp est-ce qu’il y a une garantie sur cet article ? https://t.co/xRQN4LAInN,est-ce qu’il y a une garantie sur cet article ?,product_information,
2970539,2970541,"@AmazonHelp So... I get a damage product from you guys, or the delivery options, and I have to re-buy it at a higher price? I'm already being inconvenienced in having to return three items, but now I have to pay more for them too? That's unacceptable.","So... I get a damage product from you guys, or the delivery options, and I have to re-buy it at a higher price? I'm already being inconvenienced in having to return three items, but now I have to pay more for them too? That's unacceptable.",returns_refunds,
1704084,1704084,"So my firestick has been doing this for over an hour, how do I stop it @AmazonHelp ? https://t.co/lRRsTyuyud","So my firestick has been doing this for over an hour, how do I stop it ?",product_technical,
766159,766158,"@AmazonHelp ¡Okay, lo voy a considerar! *Lo agrega a la Wish List* 🎁","¡Okay, lo voy a considerar! *Lo agrega a la Wish List* 🎁",other_non_support,
1055292,1055292,"@115850 Is a fraud, plz dont buy anything from these fraudsters .","Is a fraud, plz dont buy anything from these fraudsters .",support_escalation,
1239712,1239712,Finally signed up for amazon prime,Finally signed up for amazon prime,prime_subscription,
347760,347760,Very disappointed with @115850 i have returned my package 20 days back and I haven't received replacement for that.,Very disappointed with i have returned my package 20 days back and I haven't received replacement for that.,returns_refunds,
2934412,2934406,"@AmazonHelp I have already sent a couple of emails and already contacted the customer care, still no response and that's why i came here. Hmm.. dissappointed","I have already sent a couple of emails and already contacted the customer care, still no response and that's why i came here. Hmm.. dissappointed",support_escalation,
1522566,1522566,Hey @AmazonHelp how do I contact you about a product I bought earlier this year that I feel is misrepresenting and not up to standard?,Hey how do I contact you about a product I bought earlier this year that I feel is misrepresenting and not up to standard?,support_escalation,
20492,20491,@AmazonHelp Okay. Tx. Wish to see it soon.,Okay. Tx. Wish to see it soon.,other_non_support,
1118640,1118638,"@AmazonHelp No. The problem is when you click order and it says, “order by 10pm and receive tomorrow” and then your confirmation email says 4 Days.","No. The problem is when you click order and it says, “order by 10pm and receive tomorrow” and then your confirmation email says 4 Days.",delivery_issue,
277273,277275,@AmazonHelp Take a look at the page you suggest and see if YOU can find a way to raise my problem. Just not designed for it.  Please HELP intelligently.,Take a look at the page you suggest and see if YOU can find a way to raise my problem. Just not designed for it. Please HELP intelligently.,support_escalation,
63152,63152,@AmazonHelp yoooo where’s my package. Your website says delivered my house says otherwise,yoooo where’s my package. Your website says delivered my house says otherwise,delivery_issue,
557080,557079,@AmazonHelp Problem ist für mich gelöst. Die Episode ist wieder normal schaubar :),Problem ist für mich gelöst. Die Episode ist wieder normal schaubar :),other_non_support,
2435218,2435220,@AmazonHelp Did all that. I noticed that FSgo clears up when it goes to commercials.  Why do all of the apps do this? Are apps not up to date for this?,Did all that. I noticed that FSgo clears up when it goes to commercials. Why do all of the apps do this? Are apps not up to date for this?,product_technical,
2868454,2868452,"@AmazonHelp This was 2 Seperate ordered by the way, not 2 cases in one checkout","This was 2 Seperate ordered by the way, not 2 cases in one checkout",order_management,
814243,814243,"@115821 prime ""guaranteed delivery"" is a joke, so thanks for ruining my Halloween costume for tomorrow 👍🏼👍🏼","prime ""guaranteed delivery"" is a joke, so thanks for ruining my Halloween costume for tomorrow 👍🏼👍🏼",delivery_issue,
1721699,1721699,@AmazonHelp so my Parcel which was left negligently by your driver outside my office all weekend &amp; was completely destroyed by the weather -,so my Parcel which was left negligently by your driver outside my office all weekend and was completely destroyed by the weather -,delivery_issue,
607371,607371,"@115850 first u guys charge more than MRP (legal issue), now u are not delivering the product on the committed date after charging extra as well .Just making people fool and get away by SORRY","first u guys charge more than MRP (legal issue), now u are not delivering the product on the committed date after charging extra as well .Just making people fool and get away by SORRY",delivery_issue,
108160,108160,"Não consigo efetivar minha compra no cartão de débito com vocês, @117086. Vocês podem ajudar ???","Não consigo efetivar minha compra no cartão de débito com vocês, . Vocês podem ajudar ???",payment_billing,
1453744,1453744,@AmazonHelp Hi. I cancelled my prime subscription about 2 days ago but I was charged today my prime annual subscription.,Hi. I cancelled my prime subscription about 2 days ago but I was charged today my prime annual subscription.,prime_subscription,
1271544,1271544,"Por mais empresas como a @117086! Quanta eficiência! Compra num dia, entrega no outro! 👏👏👏👏","Por mais empresas como a ! Quanta eficiência! Compra num dia, entrega no outro! 👏👏👏👏",prime_subscription,
1406170,1406170,@amazonhelp do you make most of your money by purposely making it impossible for customers to receive help on incorrect orders?,do you make most of your money by purposely making it impossible for customers to receive help on incorrect orders?,support_escalation,
2918720,2918722,@AmazonHelp looks like i need to get @UPSHelp in here to figure this out.,looks like i need to get in here to figure this out.,support_escalation,
26926,26926,Grüße gehen raus an @AmazonHelp und @1713 😏 Assasins Creed vorbestellt für letzten Freitag und DHL hat es irgendwie verloren. 1/2,Grüße gehen raus an und 😏 Assasins Creed vorbestellt für letzten Freitag und DHL hat es irgendwie verloren. 1/2,delivery_issue,
530044,530046,@AmazonHelp I was told that it would arrive by 9am. I have just spoken to a manager who cannot get a carrier to answer the phone. There doesn't seem to be much point in the call centre as they can't do anything.,I was told that it would arrive by 9am. I have just spoken to a manager who cannot get a carrier to answer the phone. There doesn't seem to be much point in the call centre as they can't do anything.,support_escalation,
992307,992306,@AmazonHelp Please do. I know you cannot provide hit movies all the time but so many back to back flop movies is disappointing!,Please do. I know you cannot provide hit movies all the time but so many back to back flop movies is disappointing!,prime_subscription,
2643058,2643058,Pido un aplauso para el am... bueno si estas dos joyas enviadas por @116875  #lovethem #love amazon @115821 @144818 @79025 👏🏻🙌🏻❤️ https://t.co/KXtPVZneI9,Pido un aplauso para el am... bueno si estas dos joyas enviadas por #lovethem #love amazon 👏🏻🙌🏻❤️,other_non_support,
2718051,2718051,@AmazonHelp and still... lack of help.  Just want the product I paid for with the shipping guarantee I pay for...,and still... lack of help. Just want the product I paid for with the shipping guarantee I pay for...,support_escalation,
1689511,1689510,@AmazonHelp I wouldnt mind so much but this is not the only items that have been late.. 2 arrived one day late and the others are still not here,I wouldnt mind so much but this is not the only items that have been late.. 2 arrived one day late and the others are still not here,delivery_issue,
387127,387127,@AmazonHelp ORDER # 206-2798219-1329933 money taken no product delivered. money back please. i have emailed the vendor but nothing back,ORDER # 206- - money taken no product delivered. money back please. i have emailed the vendor but nothing back,returns_refunds,
2469422,2469430,@706423 @AmazonHelp Yes! XD but Gmail isnt yet…omg,Yes! XD but Gmail isnt yet…omg,account_access,
456591,456591,"@AmazonHelp Five days for a package to go 15 miles for Amazon pickup?  Showed as ""ready for pickup"" when promised, but then changed back to ""out for delivery"" so there's no pickup code (if it was delivered). Pretty terrible first experience with pickup!","Five days for a package to go 15 miles for Amazon pickup? Showed as ""ready for pickup"" when promised, but then changed back to ""out for delivery"" so there's no pickup code (if it was delivered). Pretty terrible first experience with pickup!",delivery_issue,
802360,802360,@115850 @AmazonHelp when am I getting accepted into merch? I signed up a year ago,when am I getting accepted into merch? I signed up a year ago,support_escalation,
2972846,2972846,"“You’re package will be there by 8:00 today” 
8:27 and still haven’t gotten even a notification @115821",“You’re package will be there by 8:00 today” 8:27 and still haven’t gotten even a notification,delivery_issue,
931731,931731,I'm not satisfied with ur service what the hell is this u pic this item 9 oct and till u dnt replaced it  @115821 @AmazonHelp https://t.co/pilnJk54h6,I'm not satisfied with ur service what the hell is this u pic this item 9 oct and till u dnt replaced it,returns_refunds,
1355390,1355392,@AmazonHelp Thank you! Fingers crossed that works!,Thank you! Fingers crossed that works!,other_non_support,
1673729,1673725,"@AmazonHelp Pls refrain from buying @115833 in India, esp if you expected #Prime membership @115850 is clueless. Why launch when you ain't ready","Pls refrain from buying in India, esp if you expected #Prime membership is clueless. Why launch when you ain't ready",prime_subscription,
2724488,2724487,"@AmazonHelp I am continuously talking to your customer care officer from 16/11/20217. They always tell me that our team is working on this. They are just fooling me. Amazon is a very cheap company. First, you send me wrong item then after you intentionally not refunding my money.","I am continuously talking to your customer care officer from 16/11/ . They always tell me that our team is working on this. They are just fooling me. Amazon is a very cheap company. First, you send me wrong item then after you intentionally not refunding my money.",returns_refunds,
1585023,1585023,Amazon delivery boy faster than mobile nets. Or mobile nets slower than blore traffic. Delivered before i get the 'out for delivery' note.,Amazon delivery boy faster than mobile nets. Or mobile nets slower than blore traffic. Delivered before i get the 'out for delivery' note.,other_non_support,
167948,167948,"What's the point of @115821 prime, if it never actually gets here in 2 days 🤦🏽‍♀️ #IfItsNotOneThingItsAnother","What's the point of prime, if it never actually gets here in 2 days 🤦🏽‍♀️ #IfItsNotOneThingItsAnother",delivery_issue,
913340,913334,@AmazonHelp I have replied to that mail. Waiting for response to that,I have replied to that mail. Waiting for response to that,support_escalation,
2625337,2625335,@AmazonHelp En algo que reservé desdw el mismisimo día que salió a la venta. Tomáis el pelo!,En algo que reservé desdw el mismisimo día que salió a la venta. Tomáis el pelo!,order_management,
2319676,2319676,"@115821 @AmazonHelp another day, more disappointment from Amazon logistics. Now 2 days late, no communication. No tracking update.","another day, more disappointment from Amazon logistics. Now 2 days late, no communication. No tracking update.",delivery_issue,
1081780,1081768,"@AmazonHelp How about you explain why it took 9 transfers, 2 hours and then them dropping the call?
:)","How about you explain why it took 9 transfers, 2 hours and then them dropping the call? :)",support_escalation,
1098602,1098602,@115821 necesito de su ayuda..,necesito de su ayuda..,support_escalation,
421207,421206,"@AmazonHelp As we can see the product is already is in destination city, that is why raised request from pre-delivery","As we can see the product is already is in destination city, that is why raised request from pre-delivery",order_management,
2424621,2424620,"@AmazonHelp Oh, it's saying shipping now. There's a chance! Don't worry, it's not a package I need today, so if it slips it's fine. :-)","Oh, it's saying shipping now. There's a chance! Don't worry, it's not a package I need today, so if it slips it's fine. :-)",other_non_support,
1691943,1691943,"Hey @AmazonHelp you have been sucking at delivering -- my building has 24 hour concierge, how can you claim ""delivery attempted""?","Hey you have been sucking at delivering -- my building has 24 hour concierge, how can you claim ""delivery attempted""?",delivery_issue,
1502873,1502873,"So @115821 is returning my package to the sender, claiming that it was refused. Which of course didn't happen, since it never arrived.","So is returning my package to the sender, claiming that it was refused. Which of course didn't happen, since it never arrived.",delivery_issue,
2915765,2915765,Amazonプライムのテレビを覚えてからずっと観ることを覚えてしまったｗｗｗナマケモノとか動物番組観るのすごく楽しい😊,Amazonプライムのテレビを覚えてからずっと観ることを覚えてしまったｗｗｗナマケモノとか動物番組観るのすごく楽しい😊,prime_subscription,
574544,574544,アマゾン「Echo Dot」が使えるようになったら、「ＯＫ、グーグル」と言ったらどう反応するかとか、「マドンナ」「マ、ダァ～ンナ～」の両方に反応するのかとか、いろいろ試したかったのに、初期設定不可であえなく頓挫してしまいました。返品はもうできないと思うので、ヤフオク出品の運命でしょうか。,アマゾン「Echo Dot」が使えるようになったら、「ＯＫ、グーグル」と言ったらどう反応するかとか、「マドンナ」「マ、ダァ～ンナ～」の両方に反応するのかとか、いろいろ試したかったのに、初期設定不可であえなく頓挫してしまいました。返品はもうできないと思うので、ヤフオク出品の運命でしょうか。,product_technical,
1560578,1560577,"@AmazonHelp Another Very Big Ecommerce website is cheating customers by fake product. I am a sufferer. Can u gve abt ur prdcts, so that i cn use Amzn.","Another Very Big Ecommerce website is cheating customers by fake product. I am a sufferer. Can u gve abt ur prdcts, so that i cn use Amzn.",product_information,
1058067,1058067,"Wann wird endlich mein Yakuza 0 verschickt, amazon dot co dot uk mach mal hin!!","Wann wird endlich mein Yakuza 0 verschickt, amazon dot co dot uk mach mal hin!!",order_management,
2312501,2312500,@AmazonHelp I will check and get back to yiy,I will check and get back to yiy,other_non_support,
24963,24963,"@AmazonHelp 
Case id 4063530272
nirmalequipment __email__",Case id nirmalequipment __email__,support_escalation,
560625,560625,Me on #Dec5th stalking the mailman for my #TwinPeaks #BluRay. It happens every time I order my Peaks merch from @115821 Prime.  I hope the good mailman/lady is on our route on Tuesday!   @25701 https://t.co/mzMnAyYqav,Me on #Dec5th stalking the mailman for my #TwinPeaks #BluRay. It happens every time I order my Peaks merch from Prime. I hope the good mailman/lady is on our route on Tuesday!,delivery_issue,
1260205,1260209,@AmazonHelp Still no reply from you? Amazingly shameful behaviour. And one of your phone reps just hung up on me... should we just close all our family’s amazon accounts? You’ll see how much we spend with you and yet you treat me like this. What am I supposed to do if you just ignore me?,Still no reply from you? Amazingly shameful behaviour. And one of your phone reps just hung up on me... should we just close all our family’s amazon accounts? You’ll see how much we spend with you and yet you treat me like this. What am I supposed to do if you just ignore me?,support_escalation,
447168,447167,"@AmazonHelp The delivery date hasn’t been missed, the parcel simply hasn’t arrived. 1st order never arrived. 2nd order delivery was missed. 3rd order was supposed to have delivery rescheduled but instead was returned to amazon. (Even after reschedule had been confirmed with cust. service)","The delivery date hasn’t been missed, the parcel simply hasn’t arrived. 1st order never arrived. 2nd order delivery was missed. 3rd order was supposed to have delivery rescheduled but instead was returned to amazon. (Even after reschedule had been confirmed with cust. service)",delivery_issue,
136932,136921,@AmazonHelp I can then send you the full information from my perspective.,I can then send you the full information from my perspective.,other_non_support,
483701,483701,"@122232 so pray do tell why my @115830 prime deliveries with agreed delivery time slot are now delayed until tomorrow, having arrived at Dartford in good time?!!","so pray do tell why my prime deliveries with agreed delivery time slot are now delayed until tomorrow, having arrived at Dartford in good time?!!",delivery_issue,
2809857,2809857,"Cuánto compromiso por parte de @116875, 11:45 llegó el paquete, pero cumplieron que hoy lo entregaban 👍🏼","Cuánto compromiso por parte de , 11:45 llegó el paquete, pero cumplieron que hoy lo entregaban 👍🏼",delivery_issue,
586882,586882,@115850 ORDER # 171-0200273-8793977 MCP Air Bed for Bed Sore Patients .. Worst product I have ever seen .. the air pumping machine was not working right from the beginning .. Tell me please how to return the item and how should I get back my money ...I badly want to return it,ORDER # 171- - MCP Air Bed for Bed Sore Patients .. Worst product I have ever seen .. the air pumping machine was not working right from the beginning .. Tell me please how to return the item and how should I get back my money ...I badly want to return it,returns_refunds,
205707,766178,"@303110 @115821 Well I wouldn't like to ask for a refund if it wasn't broken or messed up, I'm pretty sad about the salt all over my floor though LOL..","Well I wouldn't like to ask for a refund if it wasn't broken or messed up, I'm pretty sad about the salt all over my floor though LOL..",returns_refunds,
657944,657943,"@AmazonHelp Gracias. Ayer pude comunicarme con un agente quien después de MUCHOS intentos fallidos, fue el único capaz de darme una respuesta certera y buscar una solución para mí. Acabo de recibir mi pedido con 4 días de atraso a lo prometido.","Gracias. Ayer pude comunicarme con un agente quien después de MUCHOS intentos fallidos, fue el único capaz de darme una respuesta certera y buscar una solución para mí. Acabo de recibir mi pedido con 4 días de atraso a lo prometido.",delivery_issue,
2493769,2493772,@AmazonHelp You don't say! Really?? I simply couldn't figure it out on my own 🙄,You don't say! Really?? I simply couldn't figure it out on my own 🙄,other_non_support,
2419000,2419004,"@AmazonHelp My relatives and friends on Facebook are now sharing their horror stories, if it is Yodell you need to kick them into touch. Seriously, it's the LYING which has enraged me most. You Will see l have had deliverires prior to this so you know where l am. I shall have words tomorrow.","My relatives and friends on Facebook are now sharing their horror stories, if it is Yodell you need to kick them into touch. Seriously, it's the LYING which has enraged me most. You Will see l have had deliverires prior to this so you know where l am. I shall have words tomorrow.",delivery_issue,
2400053,2400057,@AmazonHelp Ok thank you so much,Ok thank you so much,other_non_support,
2890577,2890577,"@115821 why all the Prime stuff I ordered Saturday coming Wednesday, but the stuff I ordered Sunday coming today? Stuff I ordered Monday coming Wednesday too? Odd!","why all the Prime stuff I ordered Saturday coming Wednesday, but the stuff I ordered Sunday coming today? Stuff I ordered Monday coming Wednesday too? Odd!",delivery_issue,
494913,494913,"@115850 @149473 Order # 405-0764854-2068353,  Awb # 69991517396. Status is showing some address issue. But, there is no address issue. Previously #BlueDart is delivered many parcels in this same address.plz deliver it ASAP. I have attached address for your reference. https://t.co/JIQ7KX0adR","Order # 405- - , Awb # . Status is showing some address issue. But, there is no address issue. Previously #BlueDart is delivered many parcels in this same address.plz deliver it ASAP. I have attached address for your reference.",delivery_issue,
2504870,2504870,Hi @115830 how do I get this £5 bonus promotion - my local @97293 store claim their terminal does not amazon vouchers. https://t.co/8gq2z7GEs0,Hi how do I get this £5 bonus promotion - my local store claim their terminal does not amazon vouchers.,payment_billing,
1340717,1340716,@AmazonHelp I don't know a family member has the login soi cant check,I don't know a family member has the login soi cant check,account_access,
722534,722536,"@AmazonHelp É meia noite.
Vai descansar. Não é hora de ninguém estar trabalhando.",É meia noite. Vai descansar. Não é hora de ninguém estar trabalhando.,other_non_support,
2300769,2300772,"@AmazonHelp Half has turned up. I have the graphic card, but no cables to connect said card.","Half has turned up. I have the graphic card, but no cables to connect said card.",delivery_issue,
2638485,2638484,@AmazonHelp Why don't you just say that it can't be uninstalled? Not everyone needs this app. Less than impressed with my Amazon Fire tablet so far.,Why don't you just say that it can't be uninstalled? Not everyone needs this app. Less than impressed with my Amazon Fire tablet so far.,product_technical,
476070,477778,"@228169 @120540 Comunque di solito se è in giro a quell'ora dovrebbe arrivarti, secondo me ti han mandato il messaggio preventivo ma magari ti arriva stasera","Comunque di solito se è in giro a quell'ora dovrebbe arrivarti, secondo me ti han mandato il messaggio preventivo ma magari ti arriva stasera",delivery_issue,
2299610,2299614,"@AmazonHelp I've sent three messages: no solution.  Your courier has the items, they can return them to you.  Full refund: Yes/No?","I've sent three messages: no solution. Your courier has the items, they can return them to you. Full refund: Yes/No?",returns_refunds,
317279,317278,@AmazonHelp It was Marketplace seller,It was Marketplace seller,seller_review,
2267134,2267134,Rude delivery person just now from @115830,Rude delivery person just now from,delivery_issue,
1464305,1464305,"in 2017 I've had so many issues with AMZL, this is the single-retailer dystopia we were warned about","in I've had so many issues with AMZL, this is the single-retailer dystopia we were warned about",delivery_issue,
2483083,2483083,"Amazonで買ったCDの紙ジャケがズタボロなんやけど、これって返品とかできひんのかなぁ。
ヤマトさんが配達中に落としたんかなあ。最悪やあ、、泣く。",Amazonで買ったCDの紙ジャケがズタボロなんやけど、これって返品とかできひんのかなぁ。 ヤマトさんが配達中に落としたんかなあ。最悪やあ、、泣く。,returns_refunds,
487667,487667,"@116875 tengo una pregunta, porque casi no pusieron cosas de navidad :( pensaba comprar absolutamente todo ahi, y casi no hay variedad","tengo una pregunta, porque casi no pusieron cosas de navidad :( pensaba comprar absolutamente todo ahi, y casi no hay variedad",product_information,
301506,301505,@AmazonHelp E vocês vão responder as mensagens que envio por lá? PORQUE ATÉ AGORA NADA!,E vocês vão responder as mensagens que envio por lá? PORQUE ATÉ AGORA NADA!,support_escalation,
716037,716037,I can talk to @115821 Alexa in the music app but not the Alexa app.  Hmmm.,I can talk to Alexa in the music app but not the Alexa app. Hmmm.,product_technical,
356778,356778,"@115850 courier boy from ecom express is asking me to come over to courier office and collect parcel.i informed your CS thrice, no action","courier boy from ecom express is asking me to come over to courier office and collect parcel.i informed your CS thrice, no action",support_escalation,
2385845,2385845,@115850 Can customer care pls contact me?Order 406-9819920-9787551 was not delivered to me but I got an email saying it has been delivered,Can customer care pls contact me?Order 406- - was not delivered to me but I got an email saying it has been delivered,delivery_issue,
2478808,2478808,"Très déçue par @120533 et par Amazon prime, « livraison en 1j » mouais bof, il est 16h toujours pas de nouvelle de Chronopost je le sens mal cette histoire. https://t.co/XJCuvq2O9a","Très déçue par et par Amazon prime, « livraison en 1j » mouais bof, il est 16h toujours pas de nouvelle de Chronopost je le sens mal cette histoire.",delivery_issue,
2057115,2057115,"When you order 25 4x4x4 boxes from @115821 , because you have @6614 orders to ship out, and they send a MUG! A FREAKIN' MUG! #Really?!","When you order 25 4x4x4 boxes from , because you have orders to ship out, and they send a MUG! A FREAKIN' MUG! #Really?!",delivery_issue,
996739,996739,@AmazonHelp Amir in your chat customer service department is useless and made my problem worse.,Amir in your chat customer service department is useless and made my problem worse.,support_escalation,
1394437,1394433,@AmazonHelp “Shipment departed from amazon facility.” I know you guys will replace it eventually but this is like the fourth one in the past few months https://t.co/qS2vEU1HUu,“Shipment departed from amazon facility.” I know you guys will replace it eventually but this is like the fourth one in the past few months,delivery_issue,
1200059,1200061,@AmazonHelp Das stimmt! 😄 Aber wo finde ich denn die Routinen? 🤔 Unter Smart Home? Ist das extra aufgeführt?,Das stimmt! 😄 Aber wo finde ich denn die Routinen? 🤔 Unter Smart Home? Ist das extra aufgeführt?,product_technical,
2402318,2402318,"Hey @AmazonHelp can you please tell me where my package is? its a WEEK late and according to the tracking thing it hasn't changed location for 6 days. I need it for this Friday, help please? Thanks :) #amazon #late #help #givememyshoes","Hey can you please tell me where my package is? its a WEEK late and according to the tracking thing it hasn't changed location for 6 days. I need it for this Friday, help please? Thanks :) #amazon #late #help #givememyshoes",delivery_issue,
